charger id,id,lat,lon,amenity,tags,name,shop type
3488644749,3939038623,-32.9357036,151.644448,atm,"{'amenity': 'atm', 'brand': 'Commonwealth Bank', 'brand:wikidata': 'Q285328', 'brand:wikipedia': 'en:Commonwealth Bank', 'name': 'Commonwealth Bank', 'operator': 'Commonwealth Bank', 'operator:wikidata': 'Q285328', 'operator:wikipedia': 'en:Commonwealth Bank'}",Commonwealth Bank,
3488644749,4310071020,-32.936097,151.644327,post_office,"{'amenity': 'post_office', 'brand': 'Australia Post', 'name': 'Glendale Post Office', 'operator': 'Australia Post', 'operator:wikidata': 'Q1142936', 'operator:wikipedia': 'en:Australia Post', 'source': 'NSW LPI Base Map', 'source:date': '2016-07'}",Glendale Post Office,
3946796253,2134383941,-41.2181164,146.4133318,cafe,"{'amenity': 'cafe', 'name': 'House of Anvers Chocolate Factory', 'website': 'https://anvers-chocolate.com.au/'}",House of Anvers Chocolate Factory,
4016257448,4016257448,-34.7554799,149.7209942,charging_station,"{'addr:housenumber': '201', 'addr:street': 'Sloane Street', 'amenity': 'charging_station', 'brand': 'Tesla Supercharger', 'brand:wikidata': 'Q17089620', 'brand:wikipedia': 'en:Tesla Supercharger', 'capacity': '8', 'description': 'Goulburn Supercharger', 'fee': 'yes', 'name': 'Tesla Supercharger', 'opening_hours': '24/7', 'operator': 'Tesla, Inc.', 'operator:wikidata': 'Q478214', 'short_name': 'Tesla', 'socket:tesla_supercharger': '8', 'socket:tesla_supercharger:output': '120 kW', 'socket:tesla_supercharger_ccs': '8', 'socket:tesla_supercharger_ccs:output': '120 kW'}",Tesla Supercharger,
4016257448,5837551703,-34.7550527,149.7201899,,"{'historic': 'memorial', 'memorial': 'war_memorial', 'name': 'Boer War Memorial'}",Boer War Memorial,
4016257448,5837551704,-34.7552697,149.7205681,,"{'historic': 'memorial', 'memorial': 'plaque', 'name': 'Meridian Plaque'}",Meridian Plaque,
4027662399,2901222514,-36.7519414,145.5734216,,"{'addr:housenumber': '25', 'addr:street': 'Kirkland Avenue', 'name': 'Farmers Arms Hotel Museum', 'note': 'Wednesday & Sunday 1pm - 3.30pm', 'phone': '+61 3 5795 2732', 'tourism': 'museum'}",Farmers Arms Hotel Museum,
4027662399,2902922917,-36.7531501,145.5726417,townhall,"{'addr:city': 'Euroa', 'addr:housenumber': '109a', 'addr:postcode': '3666', 'addr:street': 'Binney Street', 'amenity': 'townhall', 'name': 'Strathbogie Shire Council', 'phone': '+61 3 5795 0000'}",Strathbogie Shire Council,
4027662399,2902922918,-36.7529482,145.5728457,cinema,"{'addr:city': 'Euroa', 'addr:housenumber': '1a', 'addr:postcode': '3666', 'addr:street': 'Bury Street', 'amenity': 'cinema', 'name': 'Euroa Community Cinema', 'website': 'https://www.strathbogie.vic.gov.au/tourism/euroa-community-cinema/'}",Euroa Community Cinema,
4027662399,2902922922,-36.7525757,145.5739589,toilets,"{'access': 'yes', 'amenity': 'toilets', 'fee': 'no', 'name': 'Seven Creeks Park Toilets'}",Seven Creeks Park Toilets,
4027662399,2902922923,-36.7526381,145.5739777,bbq,"{'amenity': 'bbq', 'covered': 'yes', 'fuel': 'electric', 'name': 'Seven Creeks Park BBQ'}",Seven Creeks Park BBQ,
4027662399,2902997370,-36.7526738,145.5723095,,"{'addr:city': 'Euroa', 'addr:housenumber': '107', 'addr:postcode': '3666', 'addr:street': 'Binney Street', 'name': 'Mark Floyd Funerals', 'phone': '+61 3 5795 1086', 'shop': 'funeral_directors', 'website': 'http://floydfunerals.com.au/'}",Mark Floyd Funerals,funeral_directors
4027662399,4027662399,-36.7527958,145.5734088,charging_station,"{'addr:city': 'Euroa', 'addr:country': 'AU', 'addr:postcode': '3666', 'addr:state': 'VIC', 'amenity': 'charging_station', 'brand': 'Tesla Supercharger', 'brand:wikidata': 'Q17089620', 'brand:wikipedia': 'en:Tesla Supercharger', 'capacity': '6', 'description': 'Tesla Supercharger', 'name': 'Tesla Supercharger', 'opening_hours': '24/7', 'operator': 'Tesla, Inc.', 'operator:wikidata': 'Q478214', 'operator:wikipedia': 'en:Tesla, Inc.', 'short_name': 'Tesla', 'socket:tesla_supercharger': '6', 'socket:tesla_supercharger:output': '120 kW', 'source': 'https://www.teslamotors.com/en_AU'}",Tesla Supercharger,
4027663540,2412917668,-36.1236731,146.8893646,theatre,"{'amenity': 'theatre', 'name': 'The Cube'}",The Cube,
4027663540,3003994250,-36.1236919,146.8889893,cafe,"{'amenity': 'cafe', 'name': 'Cube Cafe'}",Cube Cafe,
4027663540,4027663540,-36.1237775,146.8900517,charging_station,"{'addr:city': 'Wodonga', 'addr:country': 'AU', 'addr:housenumber': '5-13', 'addr:postcode': '3690', 'addr:state': 'VIC', 'addr:street': 'Havelock Street', 'amenity': 'charging_station', 'brand': 'Tesla Supercharger', 'brand:wikidata': 'Q17089620', 'brand:wikipedia': 'en:Tesla Supercharger', 'description': 'Tesla Supercharger', 'name': 'Tesla Supercharger', 'opening_hours': '24/7', 'operator': 'Tesla, Inc.', 'operator:wikidata': 'Q478214', 'short_name': 'Tesla', 'socket:tesla_supercharger': '6', 'source': 'https://www.teslamotors.com/en_AU'}",Tesla Supercharger,
4027667916,4027667916,-35.0021004,148.1098598,charging_station,"{'amenity': 'charging_station', 'brand': 'Tesla Supercharger', 'brand:wikidata': 'Q17089620', 'brand:wikipedia': 'en:Tesla Supercharger', 'capacity': '6', 'description': 'Tesla Supercharger', 'fee': 'yes', 'name': 'Tesla Supercharger', 'operator': 'Tesla, Inc.', 'operator:wikidata': 'Q478214', 'operator:wikipedia': 'en:Tesla, Inc.', 'short_name': 'Tesla', 'socket:tesla_supercharger': '6', 'socket:tesla_supercharger:output': '120 kW', 'socket:tesla_supercharger_ccs': '6', 'socket:tesla_supercharger_ccs:output': '120 kW', 'source': 'https://www.teslamotors.com/en_AU'}",Tesla Supercharger,
4027667916,4437505109,-35.0023593,148.1101695,fast_food,"{'amenity': 'fast_food', 'cuisine': 'coffee_shop', 'name': ""Oliver's Real Food"", 'website': 'https://oliversrealfood.com.au/'}",Oliver's Real Food,
4027667916,6773252378,-35.0021569,148.1104046,charging_station,"{'amenity': 'charging_station', 'authentication:app': 'yes', 'brand': 'Chargefox', 'capacity': '1', 'description': 'Chargefox Gundagai', 'fee': 'yes', 'name': 'Chargefox Gundagai', 'operator': 'Chargefox', 'operator:wikidata': 'Q105775824', 'output': '50 kW', 'parking:fee': 'no', 'payment:app': 'yes', 'socket:chademo': '1', 'socket:chademo:output': '50 kW', 'socket:type2_combo': '1', 'socket:type2_combo:output': '50 kW'}",Chargefox Gundagai,
4027667916,11445032635,-35.0024745,148.1105522,,"{'artwork_type': 'sculpture', 'description': 'A Big Koala, but not THE Big Koala', 'name': 'Big Koala', 'tourism': 'artwork'}",Big Koala,
4332286415,836255580,-37.8870993,145.0819006,atm,"{'amenity': 'atm', 'brand': 'Commonwealth Bank', 'brand:wikidata': 'Q285328', 'brand:wikipedia': 'en:Commonwealth Bank', 'name': 'Commonwealth Bank', 'operator': 'Commonwealth Bank', 'operator:wikidata': 'Q285328', 'operator:wikipedia': 'en:Commonwealth Bank'}",Commonwealth Bank,
4332286415,1419196763,-37.8871669,145.0827345,fast_food,"{'amenity': 'fast_food', 'brand': 'Lord of the Fries', 'brand:wikidata': 'Q104088629', 'brand:wikipedia': 'en:Lord of the Fries', 'cuisine': 'burger', 'diet:vegan': 'only', 'name': 'Lord of the Fries', 'takeaway': 'yes'}",Lord of the Fries,
4332286415,2928755411,-37.8865441,145.0827025,fast_food,"{'amenity': 'fast_food', 'brand': 'Schnitz', 'brand:wikidata': 'Q48792277', 'brand:wikipedia': 'en:Schnitz', 'cuisine': 'chicken', 'level': '-1', 'name': 'Schnitz', 'takeaway': 'yes', 'website': 'https://www.schnitz.com.au/', 'wheelchair': 'yes'}",Schnitz,
4332286415,3909127032,-37.887122,145.083002,bank,"{'amenity': 'bank', 'brand': 'BOM', 'brand:wikidata': 'Q4856151', 'brand:wikipedia': 'en:Bank of Melbourne (2011)', 'name': 'BOM', 'official_name': 'Bank of Melbourne'}",BOM,
4332286415,5746514861,-37.8877165,145.0833275,,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Chadstone Shopping Centre (Bay 1)', 'network': 'PTV – Metropolitan Buses', 'operator': 'CDC Melbourne', 'public_transport': 'platform', 'ref:ptv': '47923', 'route_ref': '612;623;624;625;626', 'website': 'https://ptv.vic.gov.au/stop/11293'}",Chadstone Shopping Centre (Bay 1),
4332286415,6016882840,-37.8872573,145.0834725,fast_food,"{'amenity': 'fast_food', 'brand': ""Grill'd"", 'brand:wikidata': 'Q18165852', 'brand:wikipedia': ""en:Grill'd"", 'cuisine': 'burger', 'name': ""Grill'd"", 'takeaway': 'yes'}",Grill'd,
4332286415,8551641399,-37.8872425,145.0816959,,"{'brand': 'Mimco', 'brand:wikidata': 'Q106014291', 'name': 'Mimco', 'shop': 'jewelry'}",Mimco,jewelry
4332286415,8551641400,-37.8864575,145.0829101,,"{'brand': 'Witchery', 'brand:wikidata': 'Q8027909', 'brand:wikipedia': 'en:Witchery (company)', 'name': 'Witchery', 'shop': 'clothes'}",Witchery,clothes
4332286415,8794008812,-37.8876858,145.0833832,,"{'bus': 'yes', 'name': 'Chadstone Shopping Centre (Bay 1)', 'network': 'PTV – Metropolitan Buses', 'operator': 'CDC Melbourne', 'public_transport': 'stop_position', 'ref:ptv': '47923', 'website': 'https://ptv.vic.gov.au/stop/11293'}",Chadstone Shopping Centre (Bay 1),
4332286415,10840959871,-37.8866836,145.0825719,restaurant,"{'amenity': 'restaurant', 'cuisine': 'sushi', 'name': 'Sushi Jiro', 'website': 'https://www.sushijiro.com.au'}",Sushi Jiro,
4332286415,10840959872,-37.8867235,145.0824855,restaurant,"{'amenity': 'restaurant', 'cuisine': 'japanese;noodle;ramen;udon', 'name': 'OMI', 'website': 'https://www.omiwagyu.com.au'}",OMI,
4332286415,10970046714,-37.8868491,145.0817728,,"{'name': 'Koko Black', 'shop': 'confectionery'}",Koko Black,confectionery
4332305132,5855919128,-37.574756,143.8664475,,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Golden Point (3350)', 'network': 'PTV - Regional Coaches', 'note': 'Coach stop Geelong - Adelaide', 'public_transport': 'platform', 'ref': '16273'}",Golden Point (3350),
4332305132,5855919156,-37.5747576,143.866473,,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'no', 'name': 'Sovereign Hill', 'network': 'PTV - Ballarat Transit', 'note': 'Route 21', 'operator': 'CDC Ballarat', 'public_transport': 'platform', 'ref': '35416', 'shelter': 'yes'}",Sovereign Hill,
4332305132,5855919203,-37.5754831,143.8659168,atm,"{'amenity': 'atm', 'name': 'Next ATM'}",Next ATM,
4332305132,9052150383,-37.5758029,143.8667882,,"{'historic': 'yes', 'man_made': 'works', 'name': 'Puddling machine'}",Puddling machine,
4332305132,9063460956,-37.5755353,143.8671869,,"{'historic': 'mine', 'man_made': 'spoil_heap', 'name': 'Mullock heap', 'natural': 'peak'}",Mullock heap,
4332324003,1069989749,-37.8036809,144.9719664,atm,"{'amenity': 'atm', 'brand': 'Commonwealth Bank', 'brand:wikidata': 'Q285328', 'brand:wikipedia': 'en:Commonwealth Bank', 'name': 'Commonwealth Bank', 'operator': 'Commonwealth Bank', 'operator:wikidata': 'Q285328', 'operator:wikipedia': 'en:Commonwealth Bank'}",Commonwealth Bank,
4332324003,1069990741,-37.803693,144.972686,cafe,"{'amenity': 'cafe', 'name': 'Museum Cafe', 'payment:cash': 'no', 'payment:credit_cards': 'yes', 'toilets:wheelchair': 'yes', 'wheelchair': 'yes'}",Museum Cafe,
4332324003,6763880457,-37.803668,144.9718587,telephone,"{'amenity': 'telephone', 'name': 'Telstra', 'operator': 'Telstra', 'operator:wikidata': 'Q721162'}",Telstra,
4332324003,6810298878,-37.8049611,144.9724085,,"{'historic': 'memorial', 'memorial': 'plaque', 'name': 'Royal Exhibition Building Opening'}",Royal Exhibition Building Opening,
4332324003,11610094118,-37.8048614,144.9714706,,"{'name': 'Dome Promenade', 'tourism': 'viewpoint'}",Dome Promenade,
4356704673,4356704673,-37.8321721,144.9957089,charging_station,"{'addr:housenumber': '5/650', 'addr:street': 'Church Street', 'amenity': 'charging_station', 'brand': 'Tesla Supercharger', 'brand:wikidata': 'Q17089620', 'brand:wikipedia': 'en:Tesla, Inc.', 'capacity': '4', 'name': 'Tesla Supercharger', 'operator': 'Tesla, Inc.', 'operator:wikidata': 'Q478214', 'operator:wikipedia': 'en:Tesla, Inc.', 'short_name': 'Tesla', 'socket:tesla_supercharger': '4', 'website': 'https://www.teslamotors.com/en_AU/findus/location/service/melbourne'}",Tesla Supercharger,
4356704673,6342531785,-37.832129,144.9955929,,"{'addr:housenumber': '650', 'addr:postcode': '3121', 'addr:state': 'VIC', 'addr:street': 'Church Street', 'addr:suburb': 'Richmond', 'addr:unit': '4', 'branch': 'Richmond', 'brand': 'Tesla', 'brand:wikidata': 'Q478214', 'brand:wikipedia': 'en:Tesla, Inc.', 'contact:email': 'Melbourne_sales@tesla.com', 'contact:phone': '+61 3 9039 6000', 'name': 'Tesla Melbourne', 'opening_hours': 'Mo-Fr 08:00-17:00', 'service:vehicle:car_repair': 'yes', 'shop': 'car', 'website': 'https://www.teslamotors.com/en_AU/findus/location/service/melbourne'}",Tesla Melbourne,car
4356704673,10069410150,-37.8325992,144.9953643,,"{'addr:housenumber': '658', 'addr:postcode': '3121', 'addr:state': 'VIC', 'addr:street': 'Dale Street', 'addr:suburb': 'Richmond', 'name': 'Mattel Australia Pty. Ltd.', 'office': 'company', 'opening_hours': 'Mo-Fr 09:00-17:00', 'phone': '+61 3 9425 5222'}",Mattel Australia Pty. Ltd.,
4356704673,11581457252,-37.8327458,144.9953118,,"{'addr:housenumber': '658', 'addr:postcode': '3121', 'addr:state': 'VIC', 'addr:street': 'Church Street', 'addr:suburb': 'Richmond', 'addr:unit': 'Building 1', 'name': 'Worldwide Backlinks', 'office': 'it', 'phone': '+61 1800 840 999', 'website': 'https://www.worldwidebacklinks.com/'}",Worldwide Backlinks,
4559150341,1507174667,-37.5339361,143.8225716,,"{'brand': 'Fantastic Furniture', 'brand:wikidata': 'Q18164803', 'brand:wikipedia': 'en:Fantastic Furniture', 'name': 'Fantastic Furniture', 'shop': 'furniture', 'website': 'https://www.fantasticfurniture.com.au/'}",Fantastic Furniture,furniture
4559150341,3699269377,-37.5349879,143.8218537,,"{'addr:housenumber': '333', 'addr:street': 'Gillies Street North', 'brand': 'Anaconda', 'brand:wikidata': 'Q105981238', 'name': 'Anaconda', 'shop': 'outdoor', 'website': 'https://anacondastores.com'}",Anaconda,outdoor
4559150341,3699269617,-37.5351447,143.8224816,,"{'addr:housenumber': '333', 'addr:street': 'Gillies Street North', 'brand': 'Supercheap Auto', 'brand:wikidata': 'Q7643119', 'brand:wikipedia': 'en:Supercheap Auto', 'name': 'Supercheap Auto', 'phone': '+61 3 5339 9455', 'shop': 'car_parts', 'website': 'https://www.supercheapauto.com.au/'}",Supercheap Auto,car_parts
4559150341,4559150341,-37.5346311,143.8226401,charging_station,"{'amenity': 'charging_station', 'brand': 'Tesla Supercharger', 'brand:wikidata': 'Q17089620', 'brand:wikipedia': 'en:Tesla Supercharger', 'capacity': '6', 'name': 'Tesla Supercharger', 'operator': 'Tesla, Inc.', 'operator:wikidata': 'Q478214', 'short_name': 'Tesla', 'socket:tesla_supercharger': '6'}",Tesla Supercharger,
4681433874,1381794158,-34.9235251,138.7248551,post_office,"{'amenity': 'post_office', 'brand': 'Australia Post', 'name': 'Norton Summit Community Postal Agency', 'operator': 'Australia Post', 'operator:wikidata': 'Q1142936', 'website': 'https://auspost.com.au/locate/post-office/sa/norton-summit/5136/norton-summit-cpa-514108'}",Norton Summit Community Postal Agency,
4776121605,2694085864,-37.7415061,144.970544,,"{'addr:housenumber': '82', 'addr:postcode': '3058', 'addr:state': 'VIC', 'addr:street': 'Bell Street', 'addr:suburb': 'Coburg', 'fee': 'no', 'name': 'Bluestone Cottage Museum', 'opening_hours': 'Su[1] 14:00-16:30; Fr 12:00-14:00; PH closed', 'operator': 'Coburg Historical Society', 'tourism': 'museum', 'website': 'http://home.vicnet.net.au/~coburghistorical/'}",Bluestone Cottage Museum,
4776121605,2843979679,-37.7413877,144.9691865,,"{'historic': 'memorial', 'name': 'Coburg War Memorial'}",Coburg War Memorial,
4776121605,4550191690,-37.740997,144.9693605,,"{'addr:street': '90 Bell Street', 'name': 'Coburg Town Hall', 'name:en': 'Coburg Town Hall', 'office': 'government', 'website': 'https://en.m.wikipedia.org/wiki/Coburg_City_Hall'}",Coburg Town Hall,
4776121605,11702739721,-37.741013,144.9696754,,"{'emergency': 'defibrillator', 'name': 'AED'}",AED,
4861233240,4956231078,-27.5521262,152.3351918,,"{'leaf_type': 'broadleaved', 'name': 'Grevillea robusta', 'natural': 'tree'}",Grevillea robusta,
4896269173,364875786,-37.9578787,145.0535272,fast_food,"{'alt_name': 'Kentucky Fried Chicken', 'amenity': 'fast_food', 'brand': 'KFC', 'brand:wikidata': 'Q524757', 'brand:wikipedia': 'en:KFC', 'cuisine': 'chicken', 'drive_through': 'no', 'level': '2', 'level:ref': '3', 'name': 'KFC', 'phone': '+61 3 9585 1116', 'takeaway': 'yes', 'website': 'https://www.kfc.com.au/'}",KFC,
4896269173,1204758253,-37.9578597,145.0529066,fast_food,"{'amenity': 'fast_food', 'brand': ""McDonald's"", 'brand:wikidata': 'Q38076', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'drive_through': 'no', 'level': '2', 'level:ref': '3', 'name': ""McDonald's"", 'takeaway': 'yes', 'website': 'https://www.mcdonalds.com.au/'}",McDonald's,
4896269173,1489463521,-37.9582405,145.0525353,,"{'brand': 'Kathmandu', 'brand:wikidata': 'Q1736294', 'brand:wikipedia': 'en:Kathmandu (company)', 'name': 'Kathmandu', 'shop': 'outdoor', 'website': 'https://www.kathmandu.com.au/'}",Kathmandu,outdoor
4896269173,3811921123,-37.9581814,145.0530012,fast_food,"{'amenity': 'fast_food', 'brand': 'Schnitz', 'brand:wikidata': 'Q48792277', 'brand:wikipedia': 'en:Schnitz', 'cuisine': 'chicken', 'level': '2', 'name': 'Schnitz', 'takeaway': 'yes', 'website': 'https://www.schnitz.com.au/'}",Schnitz,
4896269173,4896269173,-37.9584508,145.0534948,charging_station,"{'amenity': 'charging_station', 'brand': 'ChargePoint', 'brand:wikidata': 'Q5176149', 'brand:wikipedia': 'en:ChargePoint', 'description': 'ChargePoint', 'name': 'ChargePoint', 'operator': 'ChargePoint', 'operator:wikidata': 'Q5176149'}",ChargePoint,
4896269173,5407115175,-37.9580793,145.0533569,,"{'bus': 'yes', 'covered': 'yes', 'fixme': 'Best Approximation, need GPS coords to adjust', 'highway': 'bus_stop', 'level': '0', 'level:ref': '1', 'lit': 'yes', 'name': 'Bay 5, Southland Shopping Centre/Karen Street', 'public_transport': 'platform'}","Bay 5, Southland Shopping Centre/Karen Street",
4896269173,5492315792,-37.9578038,145.0533487,,"{'bench': 'no', 'bus': 'yes', 'covered': 'yes', 'highway': 'bus_stop', 'level': '0', 'level:ref': '1', 'lit': 'yes', 'local_ref': '8', 'name': 'Bay 8, Southland Shopping Centre/Karen Street', 'network': 'PTV', 'note': 'located using survey photo', 'public_transport': 'platform', 'route_ref': '600;822;823', 'shelter': 'no'}","Bay 8, Southland Shopping Centre/Karen Street",
4896269173,8552299662,-37.9581153,145.0531391,,"{'brand': 'Witchery', 'brand:wikidata': 'Q8027909', 'brand:wikipedia': 'en:Witchery (company)', 'name': 'Witchery', 'shop': 'clothes'}",Witchery,clothes
4896269173,8552299663,-37.9583064,145.0532435,,"{'brand': 'Mimco', 'brand:wikidata': 'Q106014291', 'name': 'Mimco', 'shop': 'jewelry'}",Mimco,jewelry
4896269173,8552299664,-37.9580971,145.0532896,,"{'brand': 'Seed Heritage', 'brand:wikidata': 'Q106014671', 'clothes': 'women', 'name': 'Seed Heritage', 'shop': 'clothes'}",Seed Heritage,clothes
4896269173,8552299668,-37.9580441,145.0535461,,"{'brand': 'Country Road', 'brand:wikidata': 'Q2998907', 'brand:wikipedia': 'en:Country Road (retailer)', 'name': 'Country Road', 'shop': 'clothes'}",Country Road,clothes
4896269173,8552299669,-37.958266,145.0534028,,"{'brand': 'Michael Hill', 'brand:wikidata': 'Q3308250', 'brand:wikipedia': 'en:Michael Hill Jeweller', 'name': 'Michael Hill', 'shop': 'jewelry'}",Michael Hill,jewelry
4896269173,8552299670,-37.958206,145.0536063,,"{'brand': 'Pandora', 'brand:wikidata': 'Q2241604', 'brand:wikipedia': 'en:Pandora (jewelry)', 'name': 'Pandora', 'shop': 'jewelry'}",Pandora,jewelry
4896269173,8552299671,-37.9579325,145.0541266,,"{'brand': 'The Body Shop', 'brand:wikidata': 'Q837851', 'brand:wikipedia': 'en:The Body Shop', 'name': 'The Body Shop', 'shop': 'cosmetics'}",The Body Shop,cosmetics
