id,properties.amenity,properties.brand,properties.description,properties.opening_hours,properties.short_name,geometry.type,geometry.coordinates,properties.capacity,properties.addr:city,properties.addr:country,properties.addr:postcode,properties.addr:state,properties.location,socket_types
node/11434374870,charging_station,,,,,Point,"[144.8665448, -37.686614]",,,,,,,1
node/11434397370,charging_station,,,,,Point,"[144.7411195, -37.7554782]",2,,,,,,2
node/11434440056,charging_station,Tesla Supercharger,,,Tesla,Point,"[144.9474012, -37.2863602]",6,,,,,,
node/11440214108,charging_station,,,,,Point,"[150.8447937, -33.7161538]",,,,,,,1
node/11445377809,charging_station,,,,,Point,"[117.3567421, -34.9603265]",,,,,,,
node/11447868870,charging_station,,,,,Point,"[151.1724187, -33.814086]",1,,,,,,
node/11455171314,charging_station,Engie,,,,Point,"[145.120603, -37.8193923]",4,,,,,,
node/11463047965,charging_station,,,,,Point,"[151.6616905, -32.9635572]",4,,,,,,
node/11465379143,charging_station,,,,,Point,"[143.6692158, -38.7582509]",,,,,,,1
node/11494560491,charging_station,,,,,Point,"[151.6394417, -32.8119859]",,,,,,,
node/11495572569,charging_station,,,,,Point,"[152.9724342, -30.6267085]",,,,,,,
node/11504837499,charging_station,Charging the Regions,,,,Point,"[146.2049592, -38.8112214]",,,,,,,1
node/11504841063,charging_station,Charging the Regions,,,,Point,"[146.1548714, -38.4004937]",,,,,,,1
node/11506870062,charging_station,Charging the Regions,,,,Point,"[145.3598536, -36.394603]",,,,,,,1
node/11506874164,charging_station,,,,,Point,"[145.2262264, -36.4403466]",,,,,,,1
node/11507767364,charging_station,,,,,Point,"[147.2771317, -36.8616367]",22,,,,,,4
node/11526398297,charging_station,,,,,Point,"[145.0415494, -37.9563505]",,,,,,,1
node/11529283544,charging_station,,,,,Point,"[145.290863, -38.1496782]",,,,,,,1
node/11548535146,charging_station,,,24/7,,Point,"[144.294362, -36.7533323]",2,,,,,,
node/11559043538,charging_station,,,,,Point,"[144.7520377, -37.805075]",w,,,,,,1
node/11565614049,charging_station,,,,,Point,"[145.1633681, -37.902775]",,,,,,,
node/11566319008,charging_station,,,,,Point,"[144.5546647, -38.1892051]",,,,,,,2
node/11572184459,charging_station,,,,,Point,"[146.6859357, -36.3550727]",6,,,,,,
node/11577859205,charging_station,,,,,Point,"[141.6027913, -38.3466301]",,,,,,,1
node/11577888417,charging_station,,,,,Point,"[141.1831081, -35.2635176]",,,,,,,1
node/11578300609,charging_station,Jetcharge,,,,Point,"[145.1648273, -37.8751244]",,,,,,,1
node/11590215721,charging_station,,,,,Point,"[145.3153884, -37.8561038]",,,,,,,1
node/11590237423,charging_station,,,,,Point,"[143.5853794, -38.3407944]",,,,,,,1
node/11599375156,charging_station,,,,,Point,"[145.1349761, -38.1517841]",,,,,,,
node/11648746507,charging_station,,,,,Point,"[144.8943248, -37.8023621]",,,,,,,
node/11679137269,charging_station,,,,,Point,"[133.6729103, -32.1262255]",,,,,,,1
node/11679262104,charging_station,,,,,Point,"[151.3200519, -33.5970633]",1,,,,,,
node/11689937303,charging_station,,,,,Point,"[150.8865473, -33.9579982]",,,,,,,1
node/11695236309,charging_station,,,,,Point,"[150.7354796, -34.0418122]",,,,,,,1
node/11702410958,charging_station,,,,,Point,"[145.0017197, -37.9448505]",,,,,,,
node/11726440600,charging_station,,,,,Point,"[128.7404505, -15.7790416]",,,,,,,
node/11738297527,charging_station,,,,,Point,"[151.2533392, -33.8850206]",1,,,,,,
node/11749050171,charging_station,Tesla Supercharger,,,Tesla,Point,"[142.1405924, -34.2098649]",4,,,,,,
node/11749053754,charging_station,Tesla Supercharger,,,Tesla,Point,"[149.0954226, -33.283593]",,,,,,,
node/11749067827,charging_station,Tesla Supercharger,,,Tesla,Point,"[148.2390905, -20.0012612]",,,,,,,
node/11792059229,charging_station,Tesla Supercharger,,,Tesla,Point,"[117.8806315, -35.0279576]",6,,,,,,
node/11792059230,charging_station,WA EV Network,,,,Point,"[117.8807495, -35.028186]",4,,,,,,
node/11800735919,charging_station,Tritium,,,,Point,"[115.8931772, -32.0077385]",2,,,,,,
node/11806155972,charging_station,EVlink,,,,Point,"[115.763156, -32.041319]",,,,,,,
node/11808829441,charging_station,,,,,Point,"[145.2821557, -38.1089192]",,,,,,,1
node/11815611441,charging_station,,,,,Point,"[151.2358502, -33.884478]",1,,,,,,
node/11826593936,charging_station,,,,,Point,"[146.2710916, -20.0783899]",,,,,,,
node/11826782983,charging_station,,,,,Point,"[146.1631112, -18.6444937]",,,,,,,
node/11826783777,charging_station,,,,,Point,"[146.7598752, -19.2785384]",,,,,,,
node/11840233273,charging_station,,,,,Point,"[145.0390668, -38.2183773]",,,,,,,2
node/11840528797,charging_station,EVLink,,,,Point,"[144.6988225, -37.8343178]",2,,,,,,2
node/11840562088,charging_station,,,,,Point,"[144.9640885, -37.806177]",,,,,,,
node/11842613041,charging_station,Tesla Supercharger,,,Tesla,Point,"[151.7421054, -32.7638346]",12,,,,,,
node/11842761957,charging_station,,,,,Point,"[150.8058677, -34.0716189]",4,,,,,,"3, 1"
node/11842876526,charging_station,Engie,,,,Point,"[151.07722, -33.8546447]",2,,,,,,
node/11845737187,charging_station,,,,,Point,"[151.2514691, -33.8884752]",1,,,,,,
node/11853840472,charging_station,,,,,Point,"[151.2373913, -33.8845141]",,,,,,,
node/11885672552,charging_station,,Wycheproof,,,Point,"[143.2253748, -36.0751569]",4,,,,,,
node/11897759707,charging_station,,,,,Point,"[152.8521122, -26.7577906]",2,,,,,,
