id,lat,lon,amenity,opening_hours,brand,brand:wikidata,name,operator,operator:wikidata,brand:wikipedia,operator:wikipedia,socket:type1,access,capacity,fee,socket:tesla,socket:type2,addr:housenumber,addr:street,description,short_name,socket:tesla_supercharger,socket:tesla_supercharger:output,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:output,addr:city,addr:country,addr:postcode,addr:state,source,location,website,authentication:app,authentication:nfc,socket:chademo,socket:chademo:output,socket:type2:output,socket:type2_combo,socket:type2_combo:output,motorcar,note,parking:fee,ref:ocm,socket:type1:output,bicycle,scooter,addr:suburb,alt_name,authentication:none,output,charging_station:output,charge,network,temporary:access,covered,level,source:operator,payment:app,fixme,ref,socket:tesla_destination,socket:tesla_standard,socket:tesla_standard:output,authentication:membership_card,maxstay,socket:tesla_destination:output,payment,voltage,payment:credit_cards,socket:chademo:power,socket:type2_combo:power,manufacturer,operator:website,socket:type2_cable,no:network,payment:contactless,socket:type1_combo,socket:type1_combo:output,bus,hgv,payment:none,motorcycle,amperage,payment:free,not:brand:wikidata,phone:AU,addr:unit,addr:floor,addr:housename,office,phone,start_date,wikidata,wikimedia_commons,wikipedia,survey:date,payment:via_tesla_app,socket:type2:power,socket:j1772,socket:type2:current,socket:type2:voltage,payment:tap_to_pay,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,parking,payment:via_app,socket:wall,url,network:wikidata,socket,indoor,branch,payment:cash,payment:coins,payment:mastercard,payment:visa,check_date,construction,payment:debit_cards,ele,payment:cards,payment:membership_card,payment:qr_code,not:operator:wikidata,socket:unknown,payment:apple_pay,man_made,socket:ccs:output
9426539670,-32.2708341,125.4872676,charging_station,,,,,,,,,,,,,,,,,Caiguna Roadhouse,,,,,,,,,,https://www.abc.net.au/news/2022-01-17/first-fast-charger-for-electric-vehicles-installed-on-nullarbor/100762138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9426555291,-37.8043969,144.9933258,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9467315676,-34.0338237,151.0734395,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,"Tesla, Inc.",Q478214,en:Tesla Supercharger,"en:Tesla, Inc.",,,6,,,,,,Tesla Supercharger,Tesla,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9470340169,-31.5575066,143.3857829,charging_station,,,,,NRMA,Q6955173,,en:NRMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480216684,-35.0173769,138.5496608,charging_station,,,,,Jolt,Q109783503,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9481080902,-33.7620853,151.2141725,charging_station,,,,,Jolt,Q109783503,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491233549,-33.7537328,151.2869932,charging_station,24/7,,,,Jolt,Q109783503,,,,,1,yes,,,4-16,Oaks Avenue,,,,,,,,,,,,,,yes,no,1,,,,,yes,,no,,,no,,,,,,,,JOLT,,,,,,,Dee Why,,,,no,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491293057,-26.5400752,151.8401359,charging_station,,,,,Stanwell,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 kW,,1,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9514983917,-33.7698741,150.7291974,charging_station,24/7,,,,Western Sydney University,,,,,permissive,2,no,,,,,,,,,,,,,,,,,,,,yes,,,yes,,yes,,,,,,,,,,,,,Chargefox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9521361334,-33.6892385,151.2241781,charging_station,08:00-17:00,Tesla Destination Charger,,,Hills Marketplace,,,,,customers,2,no,,,287,Mona Vale Road,,,,,,,,,,,,,https://hillsmarketplace.com.au,no,no,,,,,,yes,,no,,,no,,,,,,,,,,no,,,,,Hills Marketplace,,,,no,,,,,,,,,,2,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,32,22 kW,230-415,,,,,,,,,,,,,,,,,,,,,,,,
9533110008,-33.9511802,115.076035,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,"Tesla, Inc.",Q478214,en:Tesla Supercharger,"en:Tesla, Inc.",,,3,,,,,,Tesla Supercharger,Tesla,3,250 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536966801,-33.7780797,151.1206646,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546004749,-33.7789889,151.283873,charging_station,24/7,,,,Jolt,Q109783503,,,,,1,yes,,,30,Dowling Street,,,,,,,,,,,,,,yes,no,1,,,,,yes,,no,,,no,,,,,,,,JOLT,,no,,,,,Dowling / Lawrence,,,,no,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563743390,-33.5816984,120.0441758,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9576559983,-33.691452,117.5557427,charging_station,,Veefil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603490031,-33.9621828,151.063567,charging_station,,,,,Jolt,Q109783503,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9607930796,-32.522369,115.9703353,charging_station,,,,,,,,,,,1,,,yes,,,,,,,,,,,,,,,,,,,,15 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9610280217,-34.9060068,138.573198,charging_station,,,,,Jolt,Q109783503,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9610280317,-34.905922,138.5728037,charging_station,,,,,Jolt,Q109783503,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9619986125,-33.8354773,148.6817349,charging_station,24/7,"Tesla, Inc",Q478214,,,,"en:Tesla, Inc.",,,,2,no,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,230-415,,,,,,,,,,,,,,,,,,,,,,,,
9653279214,-33.8695391,151.116168,charging_station,,,,,Jolt,Q109783503,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9672846122,-33.8947565,151.1096799,charging_station,,,,,Jolt,Q109783503,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9679133660,-37.7151996,144.5997596,charging_station,,,,,Chargefox,Q105775824,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682654068,-33.0792151,115.8968022,charging_station,,,,,Chargefox,Q105775824,,,1,,2,yes,,1,,,Harvey Parking Lot,,,,,,,,,,,,,yes,,1,50 kW,43 kW,1,50 kW,,,no,,,,,,,,,,$0.45AUD/kWh,,,,,,Chargefox,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,electric vehicles only,yes,1,,,,,,,,,,,,,,,,,,,,,
9682737335,-32.0584849,115.7469427,charging_station,,,,,,,,,,,4,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682737336,-32.0575795,115.7461221,charging_station,,"Tesla, Inc.",Q478214,,,,"en:Tesla, Inc.",,,,2,,,,,,Tesla Destination Charger,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682737337,-32.0573845,115.7472283,charging_station,,"Tesla, Inc.",Q478214,,,,"en:Tesla, Inc.",,,,,,,,,,Tesla Destination Charger,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704345344,-34.9420624,138.6415665,charging_station,,,,,shopping center,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704706490,-33.6760959,151.3037838,charging_station,24/7,,,,Jolt,Q109783503,,,,yes,1,yes,,,1,Park Street,,,,,,,,,,,,,,yes,no,1,,,,,yes,,no,,,no,,,,,,,,JOLT,,no,,,,,Pittwater Park (NBE004),,,,no,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9710289580,-33.9167278,136.5725086,charging_station,,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,Tesla Destination Charger,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actual loc at hotel?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712759905,-31.4988063,145.8376295,charging_station,,,,,NRMA,Q6955173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712774534,-33.7702608,150.6737814,charging_station,,,,,Evie Networks,Q105795220,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712993934,-36.3328407,141.6495675,charging_station,,,,Linga Networks,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9737993455,-33.9079872,151.1710728,charging_station,,,,,Evie Networks,Q105795220,,,,yes,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9738285222,-33.873882,151.1019416,charging_station,,,,,Jolt,Q109783503,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9738634914,-38.3385411,144.7370438,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9750631071,-37.6163187,144.9148371,charging_station,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9765677232,-34.6071777,150.2251818,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9765719405,-27.5338615,152.9489592,charging_station,,,,,Evie Networks,Q105795220,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9771012966,-30.0884156,145.9348827,charging_station,,,,,NRMA,Q6955173,,,,,2,,,,,,NRMA Tritium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tritium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9771012967,-29.9607798,146.8577827,charging_station,,,,,NRMA,Q6955173,,,,,2,,,,,,NRMA Tritium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tritium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9786977964,-34.4952775,150.7957656,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787101923,-27.7844523,153.2608045,charging_station,,ChargePoint,Q5176149,,ChargePoint,Q5176149,,en:ChargePoint,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coles Ormeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9791477376,-37.6478848,144.9942276,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9797555741,-37.9213954,145.237506,charging_station,,,,,Evie Networks,Q105795220,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9829541757,-27.444063,153.0819323,charging_station,,,,,,,,,,yes,1,no,,,,,"Eat Street Northshore, 1 Tesla Connector, up to 22kW.
Available to the public. Self park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9835982929,-42.1244723,146.7458333,charging_station,Mo-Tu off; We-Su 10:00-16:00,,,,Chargefox,Q105775824,,,,,1,no,,,,,,,,,,,,,,,,,,,,1,60 kW,,1,60 kW,,https://aeva.asn.au/files/842/,,,,,,,,,,,,Chargefox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9837441201,-42.4850213,146.7100895,charging_station,,,,,Electric Highway Tasmania,Q105834331,,,,,,,,,,,EHT - Ouse,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,24 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9837441203,-43.3218733,147.2424695,charging_station,24/7,,,,Chargefox,Q105775824,,,,yes,1,,,,3959,Bruny Island Main Road,,,,,,,,,7150,TAS,,,,,,1,25 kW,,1,25 kW,yes,,,,,,,Alonnah,,,,,,Chargefox,,,,,,,5117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://aeva.asn.au/files/842,,,,,,,,,,,,,,,,,,,,
9837441206,-41.6380862,147.9681769,charging_station,24/7,Electric Highway Tasmania,,,Electric Highway Tasmania,Q105834331,,,,yes,1,yes,,1,,Talbot Street,,,,,,,,,7214,TAS,,,,,,1,25 kW,25 kW,1,25 kW,yes,,,,,,,Fingal,,,,,0.25 AU/kWh,Chargefox,,,,,,,5299,,,,,,,,,,,,,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://aeva.asn.au/files/842,Q105775824,,,,,,,,,,,,,,,,,,,
9837441207,-42.2989031,147.371219,charging_station,,,,,Electric Highway Tasmania,Q105834331,,,,yes,2,yes,,,,,,,,,,,,,,,,,,,,,50 kW,,,80 kW,,,,,,,,,,,,80 kW,,Chargefox,,,,,,,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9843352654,-42.8874253,147.4269258,charging_station,,,,,Chargefox,Q105775824,,,,,,,,,,,BYO cables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9852170665,-37.8319262,145.2139634,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9863000835,-33.8720579,151.0954277,charging_station,,,,,Jolt,Q109783503,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9863034303,-33.9488297,150.90026,charging_station,,,,,Evie Networks,Q105795220,,,,,2,yes,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9864969279,-33.7666354,151.2644147,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,Warringah Mall,,,,,customers,4,no,,,,,"P2 blue, 4 destination chargers",Tesla,,,,,,,,,,,,no,no,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880056998,-38.5644471,146.6747212,charging_station,,Charging the Regions,Q106320264,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880389305,-29.022055,134.7584779,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,,,,,,,,,,,,Tesla Destination Charger,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9898771270,-33.9021318,151.1999188,charging_station,,,,,AmpCharge,Q111744561,,,,yes,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900811626,-32.1790682,152.5136654,charging_station,,,,,,,,,,,,,,,,,Wall PowerPoint in twenty two north. Was made available to hotel guests on request.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9916436896,-33.8093255,151.2088608,charging_station,,,,,Evie Networks,Q105795220,,,,yes,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930952737,-37.7637113,145.023233,charging_station,,,,,,,,,,yes,2,no,,2,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930952738,-37.7637061,145.023185,charging_station,,,,,,,,,,yes,2,no,,2,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930952741,-37.7637001,145.0231298,charging_station,,,,,,,,,,yes,2,no,,2,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932826382,-35.2954975,149.1869737,charging_station,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932826383,-35.2955106,149.1869976,charging_station,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932826384,-35.2954938,149.1870115,charging_station,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932826385,-35.2954811,149.1869915,charging_station,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939260096,-26.4004166,153.0644501,charging_station,,,,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9953777925,-33.9492389,151.081218,charging_station,,,,,Jolt,Q109783503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958152708,-33.8300902,151.0860347,charging_station,,,,,Chargefox,Q105775824,,,,permissive,2,no,,,,,Rhodes Central,,,,,,,,,,,,,,,,,22 kW,,,yes,,after 3 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9960709498,-27.3420061,153.0108529,charging_station,,,,,AmpCharge,Q111744561,,,,yes,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9965036281,-33.787764,150.9946067,charging_station,,,,,AmpCharge,Q111744561,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987263214,-34.84184,148.9128433,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,Yass Soldiers Club,,,,,,2,,,,,,,Tesla,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,22kw,,,,,,,,,dc11958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tesla_destination,,,,,,,,,,,,,,,,,,
9996192046,-33.9701906,151.0801412,charging_station,,,,,Jolt,Q109783503,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
